"ID","Operator","Short name","Contact email for complaints (this is the most important data to collect!)","Status","Company Number","Company's Registered Postal Address","Notes/Observations of Interest","URL","Number of Routes we think this operator runs (for sorting)","Non-functional URL - has list of routes"
3744,"Reg's Coaches","Reg's Coaches","regscoaches@btconnect.com",,732854,"The Old Church, 48 Verulam Road, St. Albans, Herts, AL3 4DH","113/115 Codicote Road, Welwyn, Herts, AL6 9TY given on website!",,5,"http://transport.mysociety.org/operators/3744"
3336,"Regal Busways","Regal Busways","regalbuswaysltd@aol.com",,4232441,,,,32,"http://transport.mysociety.org/operators/3336"
3737,"Regent Coaches","Regent Coaches",,,,,,,2,"http://transport.mysociety.org/operators/3737"
3029,"Reliance Coaches Gravesend","Reliance Coaches Gravese",,,,,,,2,"http://transport.mysociety.org/operators/3029"
2401,"Reliance Motor Services","Reliance Motor Services",,,,,,,3,"http://transport.mysociety.org/operators/2401"
2778,"RENDALL'S TRAVEL","RENDALL'S TRAVEL",,,,,,,4,"http://transport.mysociety.org/operators/2778"
3747,"Renown Coaches","Renown Coaches","renowncoaches@yahoo.co.uk",,3579982,,,,39,"http://transport.mysociety.org/operators/3747"
3756,"Repton Coaches","Repton Coaches",,,,,,,1,"http://transport.mysociety.org/operators/3756"
2614,"Rethink Disabilty","Rethink Disabilty",,,,,,,1,"http://transport.mysociety.org/operators/2614"
2766,"RH Transport","RH Transport",,,,,,,26,"http://transport.mysociety.org/operators/2766"
3614,"RIBBLE MOTOR SERVICES LTD.","Stagecoach In Lancashire","northwest.enquiries@stagecoachbus.com",,,,,,9,"http://transport.mysociety.org/operators/3614"
2424,"Ribble Valley Coaches Ltd","Ribble Valley Carriage C",,,,,,,4,"http://transport.mysociety.org/operators/2424"
2855,"Richard Wellesley Memorial Community Minibus","Richard Wellesley Memori",,,,,,,1,"http://transport.mysociety.org/operators/2855"
3848,"RICHARDSON TRAVEL LTD","RICHARDSON TRAVEL LTD",,,,,,,6,"http://transport.mysociety.org/operators/3848"
2679,"Richardson's Travel","Richardson's Travel",,,,,,,6,"http://transport.mysociety.org/operators/2679"
3769,"Richmonds Coaches","Richmonds Coaches",,,,,,,14,"http://transport.mysociety.org/operators/3769"
2466,"Rigbys Executive Coaches Ltd","Rigby's Coaches",,,,,,,6,"http://transport.mysociety.org/operators/2466"
3254,"RINGWAY MINI BUS HIRE","Ringway Minibus",,,,,,,1,"http://transport.mysociety.org/operators/3254"
1885,"RML Travel","RML Travel",,,,,,,11,"http://transport.mysociety.org/operators/1885"
3861,"RoadCar/Stagecoach Lincs","RoadCar/Stagecoach Lincs",,,,,,,3,"http://transport.mysociety.org/operators/3861"
3046,"ROADLINER","ROADLINER",,,,,,,2,"http://transport.mysociety.org/operators/3046"
3777,"Roadrunner Coaches","Roadrunner Coaches",,,,,,,6,"http://transport.mysociety.org/operators/3777"
2449,"Robert John Sheldon","Robert John Sheldon",,,,,,,1,"http://transport.mysociety.org/operators/2449"
2027,"Robert Stables","Robert Stables",,,,,,,1,"http://transport.mysociety.org/operators/2027"
3397,"Roberts Bus & Coaches","Roberts Bus & Coaches",,,,,,,3,"http://transport.mysociety.org/operators/3397"
3390,"Roberts of Rothiemay","Roberts of Rothiemay",,,,"Crossroads Garage, Rothiemay, Huntly, AB54 7JT",,,5,"http://transport.mysociety.org/operators/3390"
3867,"Roberts Tours","Roberts Tours","robertstours@aol.com",,,,,,8,"http://transport.mysociety.org/operators/3867"
3370,"Robinsons Coaches","Robinsons Coaches",,,,,,,4,"http://transport.mysociety.org/operators/3370"
1852,"Roderick MacMillan","Roderick MacMillan",,,,,,,2,"http://transport.mysociety.org/operators/1852"
3175,"Ron W. Dew & Sons","Ron W. Dew & Sons",,,,,,,1,"http://transport.mysociety.org/operators/3175"
2692,"ROSELYN COACHES","ROSELYN COACHES",,,,,,"http://www.roselyncoaches.co.uk/",2,"http://transport.mysociety.org/operators/2692"
3863,"Rosies Travel","Rosies Travel",,,,,,,2,"http://transport.mysociety.org/operators/3863"
3898,"Ross Travel","Ross Travel",,,,,,,3,"http://transport.mysociety.org/operators/3898"
3393,"Ross's Minibuses","Ross's Minibuses",,,,,,,7,"http://transport.mysociety.org/operators/3393"
2068,"Rossendale Transport","Rossendale Transport",,,,,,,1,"http://transport.mysociety.org/operators/2068"
3424,"Rossendale Transport Ltd","Rossendale Transport Ltd","info@rossendalebus.co.uk",,2004970,,,,37,"http://transport.mysociety.org/operators/3424"
1751,"ROSSENDALE TRANSPORT LTD.","Rossendale Transport","info@rossendalebus.co.uk",,2004970,"Knowsley Park Way, Haslingden, Rossendale, Lancashire. BB4 4RS",,,31,"http://transport.mysociety.org/operators/1751"
3837,"Rothbury Motors","Rothbury Motors",,,,,,,10,"http://transport.mysociety.org/operators/3837"
3043,"Routespek","Routespek",,,,,,,1,"http://transport.mysociety.org/operators/3043"
2853,"Rowan Travel","Rowan Travel",,,,,,,1,"http://transport.mysociety.org/operators/2853"
3411,"Royal Mail Postbus (Kent Surrey & Sussex)","Royal Mail Postbus (Kent",,,,,,,10,"http://transport.mysociety.org/operators/3411"
1848,"Royal Mail Postbus (Leicestershire)","Royal Mail Postbus (Leic",,,,,,,1,"http://transport.mysociety.org/operators/1848"
3062,"Rushton Community Minibus","Rushton Community Minibu",,,,,,,1,"http://transport.mysociety.org/operators/3062"
2283,"Rutherfords","Rutherfords",,,,,,,1,"http://transport.mysociety.org/operators/2283"
3534,"Rutland Travel","Rutland Travel",,,,,,,1,"http://transport.mysociety.org/operators/3534"
2714,"RYAN'S COACHES LTD","RYAN'S COACHES LTD",,,,,,,3,"http://transport.mysociety.org/operators/2714"
3439,"Rye Community Transport","Rye Community Transport",,,,,,,1,"http://transport.mysociety.org/operators/3439"
3045,"S M Coaches","S M Coaches",,,,,,,8,"http://transport.mysociety.org/operators/3045"
3052,"Safeguard Coaches","Safeguard Coaches",,,,,,,5,"http://transport.mysociety.org/operators/3052"
2739,"Safford Coaches","Safford Coaches",,,,,,,2,"http://transport.mysociety.org/operators/2739"
2217,"SANDBANKS FERRY","SANDBANKS FERRY",,,,,,,1,"http://transport.mysociety.org/operators/2217"
2248,"Sanders Coaches Limited","Sanders Coaches Limited","info@sanderscoaches.com",,4592984,,,,57,"http://transport.mysociety.org/operators/2248"
2805,"Sandwell Travel","Sandwell Travel",,,,,,,4,"http://transport.mysociety.org/operators/2805"
1962,"Sargeant","Sargeant",,,,,,,5,"http://transport.mysociety.org/operators/1962"
2427,"Sargeants Bros.Coaches","Sargeants Bros., Kington",,,,,,,8,"http://transport.mysociety.org/operators/2427"
2471,"SB Travel","SB Travel",,,,,,,6,"http://transport.mysociety.org/operators/2471"
2039,"Scarborough + District","Scarborough + District",,,,,,,2,"http://transport.mysociety.org/operators/2039"
2402,"Scarborough and District Motor Services","Scarborough and District","enquiries@eyms.co.uk",,2133854,,"part of Easy Yorkshire Motor Services - see www.eyms.co.uk",,22,"http://transport.mysociety.org/operators/2402"
2670,"SCC Travel Services","SCC Travel Services",,,,,,,8,"http://transport.mysociety.org/operators/2670"
3380,"School Links","School Links",,,,,,,1,"http://transport.mysociety.org/operators/3380"
2077,"Scottish Citylink","Scottish Citylink","info@citylink.co.uk",,91931,"Scottish Citylink Coaches Ltd, Buchanan Bus Station, Killermont Street, Glasgow G2 3NW",,"http://www.citylink.co.uk/",19,"http://transport.mysociety.org/operators/2077"
3961,"Seaton Tramway","Seaton Tramway",,,,,,,1,"http://transport.mysociety.org/operators/3961"
3630,"Seaventures Scotland","Seaventures Scotland",,,,,,,1,"http://transport.mysociety.org/operators/3630"
3064,"Selsey Community Bus","Selsey Community Bus",,,,,,,4,"http://transport.mysociety.org/operators/3064"
3019,"SELWYN`S TRAVEL LTD","Selwyn`s Travel",,,,,,,3,"http://transport.mysociety.org/operators/3019"
,"Shaftesbury & District Motor Services","Shaftesbury & District Motor Services","info@sdbuses.co.uk",,4562374,"Unit 2, Melbury Workshops, Cann Common, Shaftesbury, SP7 0EB",,,,
2531,"SHAMROCK BUSES","SHAMROCK BUSES","office@shamrockbuses.co.uk",,4197511,,,,39,"http://transport.mysociety.org/operators/2531"
2617,"Shaw's Coaches","Shaw's Coaches",,,,,,,2,"http://transport.mysociety.org/operators/2617"
2538,"Shaws Coaches","Shaws Coaches",,,,,,,2,"http://transport.mysociety.org/operators/2538"
2600,"Shetland Ferries","Shetland Ferries",,,,,,,7,"http://transport.mysociety.org/operators/2600"
2563,"Shiel Buses","Shiel Buses",,,,,,,7,"http://transport.mysociety.org/operators/2563"
2583,"Shipston Link","Shipston Link",,,,,,,9,"http://transport.mysociety.org/operators/2583"
3068,"Shipston Link","Shipston Link",,,,,,,2,"http://transport.mysociety.org/operators/3068"
2507,"SHIPSTON LINK","SHIPSTON LINK",,,,,,,1,"http://transport.mysociety.org/operators/2507"
3427,"SHORELINE TRAVEL","SHORELINE TRAVEL",,,,,,,1,"http://transport.mysociety.org/operators/3427"
2610,"Shuttlebus","Shuttlebus",,,,,,,7,"http://transport.mysociety.org/operators/2610"
2790,"Silcox","Silcox","travel@silcoxcoaches.co.uk",,678372,"SILCOX MOTOR COACH COMPANY LIMITED, WATERLOO GARAGE, PEMBROKE DOCK, PEMBROKESHIRE SA72 4RR ",,,22,"http://transport.mysociety.org/operators/2790"
2760,"Silver Fern Coaches","Silver Fern Coaches",,,,,,,3,"http://transport.mysociety.org/operators/2760"
3026,"Silverline","Silverline",,,,,,,2,"http://transport.mysociety.org/operators/3026"
3441,"Silverline","Silverline",,,,,,,1,"http://transport.mysociety.org/operators/3441"
3270,"SILVERLINE TRAVEL LIMITED","Heywood New Heart Comm T",,,5255180,"INDEPENDENCE HOUSE
ADELAIDE STREET
HEYWOOD
LANCASHIRE
OL10 4HF",,,1,"http://transport.mysociety.org/operators/3270"
3786,"Skyeways","Skyeways",,,,,,,2,"http://transport.mysociety.org/operators/3786"
3799,"Skyline Travel","Skyline Travel",,,,,,,3,"http://transport.mysociety.org/operators/3799"
3391,"Slacks","Slacks",,,,,,,7,"http://transport.mysociety.org/operators/3391"
3343,"Slaemuir Coaches","Slaemuir Coaches",,,,,,,6,"http://transport.mysociety.org/operators/3343"
3366,"Sleafordian Coaches","Sleafordian Coaches",,,,,,,11,"http://transport.mysociety.org/operators/3366"
3192,"Smith and Sons","Smith and Sons",,,,,,,4,"http://transport.mysociety.org/operators/3192"
3359,"Smiths Coaches of Romney Marsh","Smiths Coaches of Romney",,,,,,,6,"http://transport.mysociety.org/operators/3359"
3374,"Smiths of Tring","Smiths of Tring",,,,,,,1,"http://transport.mysociety.org/operators/3374"
2682,"Snaith's Travel","Snaith's Travel","howardsnaith@btconnect.com",,,,,,54,"http://transport.mysociety.org/operators/2682"
2140,"Soar Valley Community Bus","Soar Valley Community Bu",,,,,,,1,"http://transport.mysociety.org/operators/2140"
2293,"SOMERBUS","SOMERBUS",,,,,,,10,"http://transport.mysociety.org/operators/2293"
3557,"Somerset Councty Council","ISLE OF WEDMORE RT ASSOC",,,,,,,5,"http://transport.mysociety.org/operators/3557"
2755,"Somerset County Council","EXMOOR COMMUNITY BUS ASS",,,,,,,1,"http://transport.mysociety.org/operators/2755"
1859,"Soul Brothers","Soul Brothers",,,,,,,2,"http://transport.mysociety.org/operators/1859"
3944,"SOUTH DEVON RAILWAY","SOUTH DEVON RAILWAY","info@southdevonrailway.org",,1157099,"The Station, Buckfastleigh, Devon TQ11 0DZ",,,2,"http://transport.mysociety.org/operators/3944"
2067,"SOUTH LN TR","South Lancs Travel",,,,,,,3,"http://transport.mysociety.org/operators/2067"
2097,"South Mimms Travel","South Mimms Travel",,,,,,,4,"http://transport.mysociety.org/operators/2097"
2024,"South Wales Transport","South Wales Transport",,,,,,,3,"http://transport.mysociety.org/operators/2024"
1766,"SOUTH WEST COACHES","SOUTH WEST COACHES","info@southwestcoaches.co.uk",,3885518,,,,41,"http://transport.mysociety.org/operators/1766"
2357,"South West Trains","South West Trains","customerrelations@swtrains.co.uk",,2938995,"South West Trains, Overline House, Southampton, SO15 1GW","Phone 0800 69 20 792",,19,"http://transport.mysociety.org/operators/2357"
3809,"Southdown PSV","Southdown PSV","busops@southdownpsv.co.uk",,,,,,8,"http://transport.mysociety.org/operators/3809"
2265,"Southeastern","Southeastern",,,,,,,24,"http://transport.mysociety.org/operators/2265"
2314,"Southern","Southern","comments@southernrailway.com",,,,,,44,"http://transport.mysociety.org/operators/2314"
1835,"Southern Vectis","Southern Vectis",,,"2005917 / 241973",,,,21,"http://transport.mysociety.org/operators/1835"
2430,"Sovereign London","SOV",,,,,,,11,"http://transport.mysociety.org/operators/2430"
1980,"Spa Coaches","Spa Coaches",,,,,,,3,"http://transport.mysociety.org/operators/1980"
2078,"Speedwell Travel Services","Speedwell Travel Service",,,,,,,11,"http://transport.mysociety.org/operators/2078"
2830,"SPEEDWELLBUS LIMITED","Speedwellbus Limited",,,5303085,,,,18,"http://transport.mysociety.org/operators/2830"
2963,"Spot Hire","Spot Hire",,,,,,,1,"http://transport.mysociety.org/operators/2963"
3449,"SPT Subway","SPT Subway",,,,,,,1,"http://transport.mysociety.org/operators/3449"
2286,"ST IVES MINIBUS SERVICES","ST IVES MINIBUS SERVICES",,,,,,,1,"http://transport.mysociety.org/operators/2286"
2241,"ST MAWES FERRY","ST MAWES FERRY",,,,,,,1,"http://transport.mysociety.org/operators/2241"
2389,"Staffords Buddie Buses","Staffords Buddie Buses",,,,,,,1,"http://transport.mysociety.org/operators/2389"
2613,"Stagecoach","Stagecoach","manchester.enquiries@stagecoachbus.com",,3092390,"C/O STAGECOACH SERVICES LTD 
DAW BANK 
STOCKPORT 
CHESHIRE 
SK3 0DU",,,130,"http://transport.mysociety.org/operators/2613"
2702,"Stagecoach Bluebird","Stagecoach Bluebird",,,"SC097212","STAGECOACH SCOTLAND LIMITED
10 DUNKELD ROAD
PERTH
PH1 5TW
",,,111,"http://transport.mysociety.org/operators/2702"
3959,"Stagecoach Cambridgeshire","Stagecoach Cambridgeshire","cambridge.enquiries@stagecoachbus.com",,,,,,21,"http://transport.mysociety.org/operators/3959"
3401,"STAGECOACH COASTLINE","STAGECOACH COASTLINE","Enquiries.south@stagecoachbus.com",,,,,,16,"http://transport.mysociety.org/operators/3401"
3051,"Stagecoach Cumberland","Stagecoach Cumberland",,,,,,,5,"http://transport.mysociety.org/operators/3051"
2258,"STAGECOACH DEVON","STAGECOACH DEVON","customer.service@stagecoachbus.com",,3142135,"C/O STAGECOACH SERVICES LTD 
DAW BANK 
STOCKPORT 
CHESHIRE 
SK3 0DU ",,,133,"http://transport.mysociety.org/operators/2258"
3580,"Stagecoach East Midlands","Stagecoach East Midlands","eastmidlands@stagecoachbus.com",,232799,"LINCOLNSHIRE ROAD CAR CO LIMITED
DAW BANK
STOCKPORT
CHESHIRE
SK3 0DY
","http://www.stagecoachbus.com/customersercontact.aspx gives all Stagecoach legal identities",,141,"http://transport.mysociety.org/operators/3580"
2526,"Stagecoach Hartlepool","Stagecoach Hartlepool",,,,,,,1,"http://transport.mysociety.org/operators/2526"
2250,"Stagecoach in Bedford","SB",,,,,,,31,"http://transport.mysociety.org/operators/2250"
3327,"Stagecoach in Bedford","Stagecoach in Bedford",,,,,,,2,"http://transport.mysociety.org/operators/3327"
2615,"Stagecoach in Cambridge","Stagecoach in Cambridge",,,,,,,2,"http://transport.mysociety.org/operators/2615"
2432,"Stagecoach in Cumbria","Stagecoach In Cumbria",,,,,,,5,"http://transport.mysociety.org/operators/2432"
,"Stagecoach in Cumbria","Stagecoach in Cumbria",,,,,,,,
2599,"Stagecoach in East Kent","Stagecoach in East Kent","ENQUIRIES.EASTKENT@STAGECOACHBUS.COM",,144585,"EAST KENT ROAD CAR COMPANY,LIMITED
C/O STAGECOACH SERVICES LTD
DAW BANK
STOCKPORT
CHESHIRE
SK3 0DU
",,,152,"http://transport.mysociety.org/operators/2599"
2782,"Stagecoach in Eastbourne","Stagecoach in Eastbourne","enquiries.eastsussex@stagecoachbus.com",,,,"actually: Stagecoach East Sussex?",,16,"http://transport.mysociety.org/operators/2782"
2213,"Stagecoach in Fife","Stagecoach in Fife","EASTSCOTLAND@STAGECOACHBUS.COM",,"SC097212","STAGECOACH SCOTLAND LIMITED
10 DUNKELD ROAD
PERTH
PH1 5TW
",,,211,"http://transport.mysociety.org/operators/2213"
1967,"STAGECOACH IN GLOUCESTER","STAGECOACH IN GLOUCESTER","west@stagecoachbus.com",,,,"Part of Stagecoach West",,23,"http://transport.mysociety.org/operators/1967"
2294,"Stagecoach in Hastings","Stagecoach in Hastings",,,,,,,32,"http://transport.mysociety.org/operators/2294"
2051,"Stagecoach in Hull","Stagecoach in Hull",,,,,,,55,"http://transport.mysociety.org/operators/2051"
2866,"Stagecoach in Inverness","Stagecoach in Inverness","highland.enquiries@stagecoachbus.com",,,,,,45,"http://transport.mysociety.org/operators/2866"
3782,"Stagecoach in Lancashire","Stagecoach In Lancashire",,,,,,,64,"http://transport.mysociety.org/operators/3782"
1963,"Stagecoach in Lancaster","Stagecoach In Lancaster",,,,,,,41,"http://transport.mysociety.org/operators/1963"
2875,"Stagecoach in Lochaber","Stagecoach in Lochaber",,,,,,,6,"http://transport.mysociety.org/operators/2875"
3259,"Stagecoach in Orkney","Stagecoach in Orkney","highland.enquiries@stagecoachbus.com",,,,,,16,"http://transport.mysociety.org/operators/3259"
2640,"Stagecoach in Oxfordshire","Stagecoach in Oxfordshir","Oxford.Enquiries@stagecoachbus.com",,2272113,"Thames Transit Ltd, Daw Bank, Stockport, Cheshire, SK3 0DU ","Banbury depot: Midland Red (South) Ltd (same address), company number 1556310",,69,"http://transport.mysociety.org/operators/2640"
2009,"Stagecoach in Perth","Stagecoach in Perth",,,,,,,38,"http://transport.mysociety.org/operators/2009"
2240,"Stagecoach in Peterborough","Stagecoach in Peterborou",,,,,,,24,"http://transport.mysociety.org/operators/2240"
3791,"Stagecoach in Peterborough","Stagecoach in Peterborou","cambridge.enquiries@stagecoachbus.com",,,,,,11,"http://transport.mysociety.org/operators/3791"
2900,"Stagecoach in Skye","Stagecoach in Skye",,,,,,,1,"http://transport.mysociety.org/operators/2900"
3224,"Stagecoach in South Wales","Stagecoach in South Wale",,,,,,,2,"http://transport.mysociety.org/operators/3224"
2253,"Stagecoach in Swindon","Stagecoach in Swindon","west@stagecoachbus.com",,,"Stagecoach West
3rd Floor
65 London Rd
Gloucester
GL1 3HF ",,"http://www.stagecoachbus.com/",3,"http://transport.mysociety.org/operators/2253"
2951,"Stagecoach in the Fens","Stagecoach in the Fens","cambridge.enquiries@stagecoachbus.com",,,,,,10,"http://transport.mysociety.org/operators/2951"
2202,"STAGECOACH IN WARWICKSHI","STAGECOACH IN WARWICKSHI",,,,,,,1,"http://transport.mysociety.org/operators/2202"
3489,"Stagecoach in Warwickshire","Stagecoach in Warwickshi",,,,,,,2,"http://transport.mysociety.org/operators/3489"
1776,"Stagecoach in Wye & Dean","Stagecoach in Wye & Dean",,,,,,,11,"http://transport.mysociety.org/operators/1776"
2703,"STAGECOACH IN WYE AND DE","STAGECOACH IN WYE AND DE","west@stagecoachbus.com",,,,,,8,"http://transport.mysociety.org/operators/2703"
3285,"Stagecoach Manchester","Stagecoach Manchester","manchester.enquiries@stagecoachbus.com",,,,,,3,"http://transport.mysociety.org/operators/3285"
2575,"STAGECOACH MERSEYSIDE","Stagecoach Merseyside","enquiries.merseyside@stagecoachbus.com",,,,,,23,"http://transport.mysociety.org/operators/2575"
2579,"STAGECOACH MERSEYSIDE","Glenvale","enquiries.merseyside@stagecoachbus.com",,,,,,19,"http://transport.mysociety.org/operators/2579"
2696,"Stagecoach North East","Stagecoach North East","info.northeast@stagecoachbus.com",,,,"Not listed at Companies House",,101,"http://transport.mysociety.org/operators/2696"
3498,"Stagecoach Sheffield","Stagecoach Sheffield","sheffield@stagecoachbus.com",,,,,,10,"http://transport.mysociety.org/operators/3498"
2646,"Stagecoach South","Stagecoach South",,,1673542,"C/O STAGECOACH SERVICES LTD 
DAW BANK 
STOCKPORT 
CHESHIRE 
SK3 0DU ",,,101,"http://transport.mysociety.org/operators/2646"
3369,"STAGECOACH SOUTH WEST","STAGECOACH SOUTH WEST",,,,,,,50,"http://transport.mysociety.org/operators/3369"
2930,"Stagecoach Strathtay","Stagecoach Strathtay","eastscotland@stagecoachbus.com",,"SC097212","STAGECOACH SCOTLAND LIMITED
10 DUNKELD ROAD
PERTH
PH1 5TW
","Not listed at Companies House",,101,"http://transport.mysociety.org/operators/2930"
2877,"Stagecoach Supertram","Stagecoach Supertram",,,,,,,3,"http://transport.mysociety.org/operators/2877"
3358,"Stagecoach Wye & Dean","Stagecoach Wye & Dean","west@stagecoachbus.com",,,"Stagecoach West
3rd Floor
65 London Rd
Gloucester
GL1 3HF","Subsidiary of Stagecoach West.",,5,"http://transport.mysociety.org/operators/3358"
2500,"Stagecoach Yorkshire","Stagecoach Yorkshire",,,,,,,2,"http://transport.mysociety.org/operators/2500"
2012,"Stagecoach Yorkshire (BND)","Stagecoach Yorkshire (BN",,,,,,,99,"http://transport.mysociety.org/operators/2012"
2260,"Stanford in the Vale Minibus","Stanford in the Vale Min",,,,,,,2,"http://transport.mysociety.org/operators/2260"
1799,"Stanways Coaches","Stanways Coaches","stanwayscoaches@yahoo.co.uk",,,,,,4,"http://transport.mysociety.org/operators/1799"
2267,"Star Travel","Star Travel",,,,,,,1,"http://transport.mysociety.org/operators/2267"
2881,"Station Taxis","Station Taxis",,,,,,,2,"http://transport.mysociety.org/operators/2881"
2272,"Stephensons of Essex","Stephensons of Essex","sales@stephensonsofessex.com",,1815977,,,,34,"http://transport.mysociety.org/operators/2272"
2916,"STEVENTON TRANSPORT","STEVENTON TRANSPORT",,,,,,,3,"http://transport.mysociety.org/operators/2916"
2276,"Stewarts of Mortimer","Stewarts of Mortimer",,,,,,,1,"http://transport.mysociety.org/operators/2276"
2888,"Stonehouse Coaches","Stonehouse Coaches",,,,,,,2,"http://transport.mysociety.org/operators/2888"
2485,"STOTT'S TOURS (OLDHAM) LTD.","Stott's Of Oldham",,,,,,,1,"http://transport.mysociety.org/operators/2485"
3041,"Stotts Coaches","Stotts Coaches",,,,,,,16,"http://transport.mysociety.org/operators/3041"
3283,"Strathclyde Bus","Strathclyde Bus",,,,,,,1,"http://transport.mysociety.org/operators/3283"
3201,"Strathspey Steam Railway","Strathspey Steam Railway",,,,,,,1,"http://transport.mysociety.org/operators/3201"
2029,"Stringers Pontefract Mot","Stringers Pontefract Mot",,,,,,,3,"http://transport.mysociety.org/operators/2029"
3097,"STUART GEORGE ULPH","Brecks International",,,,,,,3,"http://transport.mysociety.org/operators/3097"
2910,"Stuart's Coaches","Stuart's Coaches",,,"SC235606",,,,18,"http://transport.mysociety.org/operators/2910"
2832,"Style Travel","Style Travel",,,,,,,2,"http://transport.mysociety.org/operators/2832"
2287,"Sullivan Buses","Sullivan Buses",,,"5347791 / 5347792",,,,18,"http://transport.mysociety.org/operators/2287"
2349,"SUMMERCOURT TRAVEL","SUMMERCOURT TRAVEL",,,,,,"http://www.summercourttravel.com/",4,"http://transport.mysociety.org/operators/2349"
1811,"Summerdale","Summerdale",,,,,,,3,"http://transport.mysociety.org/operators/1811"
2186,"Sunray Travel","Sunray Travel",,,,,,,4,"http://transport.mysociety.org/operators/2186"
1979,"SUPERTRAVEL","Supertravel",,,,,,,7,"http://transport.mysociety.org/operators/1979"
2552,"SUPERTRAVEL MINI COACHES","Supertravel",,,,,,,16,"http://transport.mysociety.org/operators/2552"
3829,"Surrey Connect (formerly Centra)","Surrey Connect (formerly",,,,,,,7,"http://transport.mysociety.org/operators/3829"
3500,"Sussex Coaches","Sussex Coaches",,,,,,,1,"http://transport.mysociety.org/operators/3500"
1762,"Swan's Coaches","Swan's Coaches",,,,,,,1,"http://transport.mysociety.org/operators/1762"
1939,"Swanbrook Coaches","Swanbrook Coaches",,,,,,,1,"http://transport.mysociety.org/operators/1939"
2632,"Swans Travel Ltd","Swans Travel Ltd","enquiries@swanstravel.com",,,,,,2,"http://transport.mysociety.org/operators/2632"
1794,"Sweeneys Garage","Sweeneys Garage",,,,,,,3,"http://transport.mysociety.org/operators/1794"
1785,"Sweyne Coaches","Sweyne Coaches",,,,,,,1,"http://transport.mysociety.org/operators/1785"
2364,"Swift Taxis & Private Hire","Swift Taxis & Private Hi",,,,,,,3,"http://transport.mysociety.org/operators/2364"
2343,"Swindon and District","STAGECOACH IN SWINDON",,,,,,,24,"http://transport.mysociety.org/operators/2343"
2935,"T Ward","T Ward",,,,,,,1,"http://transport.mysociety.org/operators/2935"
2624,"T.C.HALL","T.C.HALL",,,,,,,1,"http://transport.mysociety.org/operators/2624"
1952,"TALLY HO!","TALLY HO!",,,,,,,6,"http://transport.mysociety.org/operators/1952"
1864,"TAMAR CRUISING & CREMYLL","TAMAR CRUISING & CREMYLL","info@tamarcruising.com",,,,,"http://www.tamarcruising.com/",1,"http://transport.mysociety.org/operators/1864"
2001,"TAMAR VALLEY COMMUNITY B","TAMAR VALLEY COMMUNITY B",,,,,,,2,"http://transport.mysociety.org/operators/2001"
3528,"Tanat Valley Coaches","Tanat Valley Coaches","info@tanat.co.uk",,,,,,25,"http://transport.mysociety.org/operators/3528"
1749,"Tanat Valley Coaches","Tanat Valley Coaches",,,,,,,18,"http://transport.mysociety.org/operators/1749"
1950,"TARGET TRAVEL","TARGET TRAVEL",,,,,,,6,"http://transport.mysociety.org/operators/1950"
1767,"Target Travel","Target Travel",,,,,,,1,"http://transport.mysociety.org/operators/1767"
1778,"Tates Travel","Tates Travel",,,,,,,4,"http://transport.mysociety.org/operators/1778"
1913,"TAW & TORRIDGE Coaches","TAW & TORRIDGE",,,,,,"http://www.tawandtorridge.co.uk/",1,"http://transport.mysociety.org/operators/1913"
3117,"Taxi Management Services","Taxi Management Services",,,,,,,1,"http://transport.mysociety.org/operators/3117"
2728,"Teamdeck","Teamdeck",,,,,,,14,"http://transport.mysociety.org/operators/2728"
2928,"Tecwyn Pryce","Price Coaches",,,,,,,1,"http://transport.mysociety.org/operators/2928"
3108,"Teejay Travel","Teejay Travel",,,,,,,2,"http://transport.mysociety.org/operators/3108"
3373,"Tees Valley Luxury Coach Travel","Tees Valley Luxury Coach",,,,,,,4,"http://transport.mysociety.org/operators/3373"
2151,"TERRAVISION LONDON LTD.","Terravision",,,,,,,1,"http://transport.mysociety.org/operators/2151"
3708,"Thames Transit & Oxford Tube","STAGECOACH IN OXFORDSHIR",,,,,,,1,"http://transport.mysociety.org/operators/3708"
3760,"Thames Travel","Thames Travel","office@thames-travel.co.uk",,4184436,"Thames Travel (Wallingford) Ltd, Wyndham House, Lester Way, Hithercroft Industrial Estate, Wallingford, OXON, OX10 9TD",,,27,"http://transport.mysociety.org/operators/3760"
1994,"THAMESDOWN TRANSPORT","THAMESDOWN TRANSPORT","customerservices@thamesdown-transport.co.uk",,1997617,"Barnfield Road
SWINDON
SN2 2DJ ",,,43,"http://transport.mysociety.org/operators/1994"
3771,"Thamesdown Transport","Thamesdown Transport","customerservices@thamesdown-transport.co.uk",,,"Barnfield Road
SWINDON
SN2 2DJ ",,"http://www.thamesdown-transport.co.uk/",3,"http://transport.mysociety.org/operators/3771"
2999,"Thandi Coaches","Thandi Coaches",,,,,,,7,"http://transport.mysociety.org/operators/2999"
3703,"Thandi Transport Ltd","Thandi Transport Ltd",,,,,,,1,"http://transport.mysociety.org/operators/3703"
2844,"The Big Lemon","The Big Lemon","lemonbus@thebiglemon.com",,,,"Community company that exclusively uses recycled cooking oil (launching 2 new routes on 23/09/10",,1,"http://transport.mysociety.org/operators/2844"
3573,"THE COACHMASTER (ROCHDALE) LTD","The Coachmasters",,,,,,,1,"http://transport.mysociety.org/operators/3573"
